age,sex,job,housing,saving_accounts,credit_amount,duration,purpose,risk,income,education,marital_status,number_of_children,credit_score,credit_assignment
28,male,2,own,quite rich,13580.0,12,radio/TV,good,1578813.0,Associates's Degree,Married,0,High,Yes
23,male,2,free,rich,32287.5,45,radio/TV,bad,1576700.0,Associates's Degree,Married,0,High,Yes
23,male,2,free,little,32287.5,45,radio/TV,bad,1576700.0,Associates's Degree,Married,0,High,Yes
37,male,3,own,moderate,223107.5,48,radio/TV,good,1574892.0,Doctorate,Married,3,Low,No
37,male,3,own,little,223107.5,48,radio/TV,good,1574892.0,Doctorate,Married,3,Low,No
37,male,3,own,little,223107.5,48,radio/TV,good,1574892.0,Doctorate,Married,3,Low,No
37,male,3,own,little,223107.5,48,radio/TV,good,1574892.0,Doctorate,Married,3,Low,No
52,male,2,own,little,5915.0,6,radio/TV,good,1569840.0,Associates's Degree,Married,0,Average,Yes
52,male,2,own,little,5915.0,6,radio/TV,good,1569840.0,Associates's Degree,Married,0,Average,Yes
34,male,2,own,moderate,101500.0,36,car,good,1558954.0,Associates's Degree,Married,2,High,Yes
29,female,0,rent,quite rich,20877.5,24,car,bad,1558457.0,High School Diploma,Single,3,Low,Yes
29,female,0,rent,moderate,20877.5,24,car,bad,1558457.0,High School Diploma,Single,3,Low,Yes
23,female,2,rent,little,42105.0,30,furniture/equipment,bad,1555016.0,Doctorate,Single,3,Average,No
23,female,2,rent,little,42105.0,30,furniture/equipment,bad,1555016.0,Doctorate,Single,3,Average,No
21,male,2,rent,little,15785.0,12,education,bad,1554753.0,High School Diploma,Married,2,High,Yes
49,male,1,own,little,11200.0,12,car,good,1553634.0,Associates's Degree,Single,3,Low,No
49,male,1,own,little,11200.0,12,car,good,1553634.0,Associates's Degree,Single,3,Low,No
40,male,1,own,little,28822.5,21,car,bad,1548719.0,Master's Degree,Married,1,Low,No
28,male,1,own,little,8470.0,6,radio/TV,good,1543714.0,Master's Degree,Married,1,Average,No
54,male,2,free,little,27947.5,24,education,good,1541112.0,Doctorate,Married,0,High,No
54,male,2,free,little,27947.5,24,education,good,1541112.0,Doctorate,Married,0,High,No
27,female,2,own,little,41807.5,18,radio/TV,good,1537835.0,Associates's Degree,Single,1,Average,No
27,female,2,own,little,41807.5,18,radio/TV,good,1537835.0,Associates's Degree,Single,1,Average,No
27,female,2,own,little,41807.5,18,radio/TV,good,1537835.0,Associates's Degree,Single,1,Average,No
27,female,2,own,rich,41807.5,18,radio/TV,good,1537835.0,Associates's Degree,Single,1,Average,No
27,female,2,own,rich,41807.5,18,radio/TV,good,1537835.0,Associates's Degree,Single,1,Average,No
26,female,3,rent,moderate,95077.5,24,car,good,1534631.0,Associates's Degree,Single,3,High,Yes
40,male,1,rent,moderate,27947.5,10,car,good,1532857.0,Associates's Degree,Married,3,Average,No
39,male,3,own,little,32970.0,12,car,good,1525042.0,High School Diploma,Married,2,Average,No
39,male,3,own,little,32970.0,12,car,good,1525042.0,High School Diploma,Married,2,Average,No
39,male,3,own,little,32970.0,12,car,good,1525042.0,High School Diploma,Married,2,Average,No
31,male,1,own,little,54390.0,30,furniture/equipment,bad,1524406.0,Bachelor's Degree,Single,1,High,Yes
31,male,1,own,little,54390.0,30,furniture/equipment,bad,1524406.0,Bachelor's Degree,Single,1,High,Yes
31,male,1,own,little,54390.0,30,furniture/equipment,bad,1524406.0,Bachelor's Degree,Single,1,High,Yes
31,male,1,own,little,54390.0,30,furniture/equipment,bad,1524406.0,Bachelor's Degree,Single,1,High,Yes
26,female,2,rent,little,49210.0,24,car,good,1523812.0,Doctorate,Single,0,Low,No
26,female,2,rent,little,49210.0,24,car,good,1523812.0,Doctorate,Single,0,Low,No
26,female,2,rent,little,49210.0,24,car,good,1523812.0,Doctorate,Single,0,Low,No
32,male,2,own,little,126665.0,48,radio/TV,good,1520166.0,Doctorate,Married,0,Average,No
31,male,2,own,little,16257.5,24,furniture/equipment,good,1518555.0,High School Diploma,Single,1,High,No
31,male,2,own,little,16257.5,24,furniture/equipment,good,1518555.0,High School Diploma,Single,1,High,No
31,male,2,own,little,16257.5,24,furniture/equipment,good,1518555.0,High School Diploma,Single,1,High,No
31,male,2,own,little,24377.5,24,car,good,1518253.0,High School Diploma,Married,1,Average,No
31,male,2,own,little,24377.5,24,car,good,1518253.0,High School Diploma,Married,1,Average,No
31,male,2,own,little,24377.5,24,car,good,1518253.0,High School Diploma,Married,1,Average,No
31,male,2,own,little,24377.5,24,car,good,1518253.0,High School Diploma,Married,1,Average,No
31,male,2,own,little,24377.5,24,car,good,1518253.0,High School Diploma,Married,1,Average,No
34,female,3,own,little,36120.0,24,furniture/equipment,bad,1514428.0,Master's Degree,Married,0,High,No
34,female,3,own,little,36120.0,24,furniture/equipment,bad,1514428.0,Master's Degree,Married,0,High,No
34,female,3,own,moderate,36120.0,24,furniture/equipment,bad,1514428.0,Master's Degree,Married,0,High,No
52,male,2,own,little,12547.5,12,radio/TV,good,1514204.0,Associates's Degree,Married,2,Average,No
52,male,2,own,little,12547.5,12,radio/TV,good,1514204.0,Associates's Degree,Married,2,Average,No
49,male,2,own,little,146755.0,30,furniture/equipment,bad,1513162.0,Associates's Degree,Married,0,Low,Yes
49,male,2,own,little,146755.0,30,furniture/equipment,bad,1513162.0,Associates's Degree,Married,0,Low,Yes
49,male,2,own,little,146755.0,30,furniture/equipment,bad,1513162.0,Associates's Degree,Married,0,Low,Yes
49,male,2,own,little,146755.0,30,furniture/equipment,bad,1513162.0,Associates's Degree,Married,0,Low,Yes
29,male,1,own,little,26145.0,4,car,good,1512867.0,Bachelor's Degree,Single,1,High,Yes
64,female,2,own,moderate,23870.0,10,car,good,1508840.0,High School Diploma,Married,2,Low,No
64,female,2,own,moderate,23870.0,10,car,good,1508840.0,High School Diploma,Married,2,Low,No
64,female,2,own,little,23870.0,10,car,good,1508840.0,High School Diploma,Married,2,Low,No
64,female,2,own,little,23870.0,10,car,good,1508840.0,High School Diploma,Married,2,Low,No
25,male,2,own,moderate,17062.5,15,furniture/equipment,good,1506794.0,Doctorate,Single,1,Average,No
25,male,2,own,little,17062.5,15,furniture/equipment,good,1506794.0,Doctorate,Single,1,Average,No
25,male,2,own,rich,17062.5,15,furniture/equipment,good,1506794.0,Doctorate,Single,1,Average,No
63,male,2,own,little,26600.0,15,furniture/equipment,good,1505855.0,High School Diploma,Single,2,Low,No
49,male,1,own,little,25287.5,18,radio/TV,good,1502985.0,Doctorate,Married,1,High,Yes
49,male,1,own,little,25287.5,18,radio/TV,good,1502985.0,Doctorate,Married,1,High,Yes
49,male,1,own,little,25287.5,18,radio/TV,good,1502985.0,Doctorate,Married,1,High,Yes
52,female,1,own,moderate,6335.0,6,car,good,1502300.0,Bachelor's Degree,Single,3,Average,Yes
52,female,1,own,quite rich,6335.0,6,car,good,1502300.0,Bachelor's Degree,Single,3,Average,Yes
52,female,1,own,rich,6335.0,6,car,good,1502300.0,Bachelor's Degree,Single,3,Average,Yes
20,female,2,own,quite rich,34422.5,24,radio/TV,good,1501959.0,Associates's Degree,Single,2,Low,Yes
20,female,2,own,little,34422.5,24,radio/TV,good,1501959.0,Associates's Degree,Single,2,Low,Yes
20,female,2,own,little,34422.5,24,radio/TV,good,1501959.0,Associates's Degree,Single,2,Low,Yes
41,male,3,own,little,110477.5,24,car,good,1501452.0,Doctorate,Married,1,Average,Yes
41,male,3,own,little,110477.5,24,car,good,1501452.0,Doctorate,Married,1,Average,Yes
41,male,3,own,little,110477.5,24,car,good,1501452.0,Doctorate,Married,1,Average,Yes
49,male,2,own,little,18165.0,10,car,good,1498303.0,Associates's Degree,Married,1,Low,Yes
32,male,3,free,little,26337.5,18,radio/TV,good,1497073.0,High School Diploma,Single,2,High,No
25,female,1,own,little,40722.5,15,radio/TV,bad,1491537.0,Bachelor's Degree,Single,2,Low,Yes
25,female,1,own,little,40722.5,15,radio/TV,bad,1491537.0,Bachelor's Degree,Single,2,Low,Yes
32,male,3,own,quite rich,32900.0,18,radio/TV,good,1488895.0,Master's Degree,Married,0,Low,Yes
32,male,3,own,rich,32900.0,18,radio/TV,good,1488895.0,Master's Degree,Married,0,Low,Yes
32,male,3,own,little,32900.0,18,radio/TV,good,1488895.0,Master's Degree,Married,0,Low,Yes
38,male,2,free,little,16572.5,24,car,bad,1486924.0,Associates's Degree,Married,2,High,Yes
29,female,2,own,little,69282.5,15,car,bad,1486399.0,Bachelor's Degree,Single,2,Average,No
27,male,2,own,quite rich,21367.5,6,furniture/equipment,good,1482769.0,Associates's Degree,Single,0,Low,No
47,female,2,free,moderate,24097.5,24,radio/TV,good,1475161.0,High School Diploma,Single,2,Average,No
38,male,3,own,little,136745.0,24,car,good,1471523.0,Doctorate,Single,1,Low,No
38,male,3,own,little,136745.0,24,car,good,1471523.0,Doctorate,Single,1,Low,No
38,male,3,own,rich,136745.0,24,car,good,1471523.0,Doctorate,Single,1,Low,No
38,male,3,own,little,136745.0,24,car,good,1471523.0,Doctorate,Single,1,Low,No
51,male,2,free,little,50610.0,24,furniture/equipment,good,1471177.0,Master's Degree,Single,2,Average,No
51,male,2,free,little,50610.0,24,furniture/equipment,good,1471177.0,Master's Degree,Single,2,Average,No
51,male,2,free,little,50610.0,24,furniture/equipment,good,1471177.0,Master's Degree,Single,2,Average,No
51,male,2,free,little,50610.0,24,furniture/equipment,good,1471177.0,Master's Degree,Single,2,Average,No
33,male,2,own,moderate,110057.5,42,business,good,1467278.0,High School Diploma,Married,3,Average,Yes
27,male,2,rent,little,139650.0,36,business,bad,1462819.0,Doctorate,Married,3,Average,Yes
27,male,2,rent,little,139650.0,36,business,bad,1462819.0,Doctorate,Married,3,Average,Yes
27,male,2,rent,little,139650.0,36,business,bad,1462819.0,Doctorate,Married,3,Average,Yes
27,male,2,rent,quite rich,139650.0,36,business,bad,1462819.0,Doctorate,Married,3,Average,Yes
43,male,2,own,little,70735.0,24,car,good,1459356.0,Master's Degree,Single,3,Low,Yes
43,male,2,own,little,70735.0,24,car,good,1459356.0,Master's Degree,Single,3,Low,Yes
43,male,2,own,little,70735.0,24,car,good,1459356.0,Master's Degree,Single,3,Low,Yes
45,female,2,own,little,40757.5,7,radio/TV,good,1459129.0,Bachelor's Degree,Single,2,High,No
45,female,2,own,little,40757.5,7,radio/TV,good,1459129.0,Bachelor's Degree,Single,2,High,No
45,female,2,own,little,40757.5,7,radio/TV,good,1459129.0,Bachelor's Degree,Single,2,High,No
49,male,2,own,little,40792.5,12,radio/TV,good,1456176.0,Master's Degree,Married,3,Average,No
40,male,2,own,little,46812.5,22,radio/TV,good,1455698.0,Master's Degree,Married,3,Low,No
40,male,2,own,rich,46812.5,22,radio/TV,good,1455698.0,Master's Degree,Married,3,Low,No
40,male,2,own,little,46812.5,22,radio/TV,good,1455698.0,Master's Degree,Married,3,Low,No
39,male,2,own,rich,38710.0,20,furniture/equipment,good,1453741.0,High School Diploma,Single,3,Low,No
75,female,3,own,moderate,24045.0,6,car,good,1453265.0,Master's Degree,Married,1,High,No
75,female,3,own,quite rich,24045.0,6,car,good,1453265.0,Master's Degree,Married,1,High,No
75,female,3,own,little,24045.0,6,car,good,1453265.0,Master's Degree,Married,1,High,No
33,female,2,own,little,18235.0,18,car,bad,1453011.0,Bachelor's Degree,Married,2,High,Yes
33,female,2,own,quite rich,18235.0,18,car,bad,1453011.0,Bachelor's Degree,Married,2,High,Yes
33,female,2,own,quite rich,18235.0,18,car,bad,1453011.0,Bachelor's Degree,Married,2,High,Yes
33,female,2,own,little,18235.0,18,car,bad,1453011.0,Bachelor's Degree,Married,2,High,Yes
42,male,2,free,rich,183347.5,36,car,good,1452868.0,Bachelor's Degree,Single,0,High,Yes
42,male,2,free,little,183347.5,36,car,good,1452868.0,Bachelor's Degree,Single,0,High,Yes
42,male,2,free,little,183347.5,36,car,good,1452868.0,Bachelor's Degree,Single,0,High,Yes
47,male,2,free,little,89302.5,24,radio/TV,good,1451134.0,Master's Degree,Married,1,Average,No
47,male,2,free,quite rich,89302.5,24,radio/TV,good,1451134.0,Master's Degree,Married,1,Average,No
47,male,2,free,little,89302.5,24,radio/TV,good,1451134.0,Master's Degree,Married,1,Average,No
22,male,2,free,little,55107.5,24,furniture/equipment,good,1444898.0,Doctorate,Single,0,Low,No
22,male,2,free,little,55107.5,24,furniture/equipment,good,1444898.0,Doctorate,Single,0,Low,No
23,female,1,own,rich,17080.0,18,car,bad,1441822.0,High School Diploma,Married,3,Average,Yes
23,female,1,own,little,17080.0,18,car,bad,1441822.0,High School Diploma,Married,3,Average,Yes
23,female,1,own,quite rich,17080.0,18,car,bad,1441822.0,High School Diploma,Married,3,Average,Yes
27,male,2,own,little,23572.5,10,radio/TV,good,1438981.0,Bachelor's Degree,Married,2,Average,Yes
36,male,3,free,little,92785.0,18,car,good,1435964.0,Associates's Degree,Single,1,Average,No
40,male,3,own,little,80902.5,15,education,bad,1434001.0,Bachelor's Degree,Single,3,Low,No
40,male,3,own,quite rich,80902.5,15,education,bad,1434001.0,Bachelor's Degree,Single,3,Low,No
19,female,2,rent,little,34650.0,9,furniture/equipment,bad,1426719.0,Bachelor's Degree,Married,2,Average,Yes
19,female,2,rent,little,34650.0,9,furniture/equipment,bad,1426719.0,Bachelor's Degree,Married,2,Average,Yes
19,female,2,rent,moderate,34650.0,9,furniture/equipment,bad,1426719.0,Bachelor's Degree,Married,2,Average,Yes
19,female,2,rent,little,34650.0,9,furniture/equipment,bad,1426719.0,Bachelor's Degree,Married,2,Average,Yes
19,female,2,rent,little,34650.0,9,furniture/equipment,bad,1426719.0,Bachelor's Degree,Married,2,Average,Yes
29,male,3,own,moderate,198240.0,24,vacation/others,bad,1425033.0,Bachelor's Degree,Single,3,Average,Yes
28,male,2,own,little,39970.0,24,radio/TV,good,1423630.0,Doctorate,Single,0,Low,Yes
32,male,2,own,little,48037.5,21,furniture/equipment,good,1421894.0,Master's Degree,Single,1,Low,Yes
23,female,2,own,little,61040.0,24,car,good,1415309.0,Associates's Degree,Married,2,High,No
23,female,2,own,little,61040.0,24,car,good,1415309.0,Associates's Degree,Married,2,High,No
21,female,2,own,little,15505.0,12,radio/TV,good,1410768.0,High School Diploma,Married,1,Average,Yes
21,female,2,own,little,15505.0,12,radio/TV,good,1410768.0,High School Diploma,Married,1,Average,Yes
37,male,2,own,little,178885.0,48,radio/TV,good,1406504.0,Associates's Degree,Married,2,Average,Yes
32,male,2,own,rich,12267.5,12,education,good,1403344.0,Master's Degree,Single,2,Average,No
54,female,3,rent,little,62440.0,15,radio/TV,good,1403199.0,High School Diploma,Married,1,High,No
54,female,3,rent,quite rich,62440.0,15,radio/TV,good,1403199.0,High School Diploma,Married,1,High,No
54,female,3,rent,little,62440.0,15,radio/TV,good,1403199.0,High School Diploma,Married,1,High,No
26,female,3,rent,moderate,79275.0,30,radio/TV,good,1398638.0,Master's Degree,Married,3,Average,Yes
26,female,3,rent,quite rich,79275.0,30,radio/TV,good,1398638.0,Master's Degree,Married,3,Average,Yes
26,female,3,rent,moderate,79275.0,30,radio/TV,good,1398638.0,Master's Degree,Married,3,Average,Yes
26,female,3,rent,quite rich,79275.0,30,radio/TV,good,1398638.0,Master's Degree,Married,3,Average,Yes
63,male,1,own,little,28962.5,12,radio/TV,good,1394491.0,Master's Degree,Married,2,Average,Yes
50,male,2,own,moderate,39217.5,21,furniture/equipment,good,1391380.0,High School Diploma,Single,0,Average,No
50,male,2,own,little,39217.5,21,furniture/equipment,good,1391380.0,High School Diploma,Single,0,Average,No
50,male,2,own,rich,39217.5,21,furniture/equipment,good,1391380.0,High School Diploma,Single,0,Average,No
56,male,2,free,little,83930.0,42,car,good,1390964.0,Master's Degree,Married,2,High,No
23,male,2,rent,little,26845.0,12,radio/TV,bad,1390285.0,High School Diploma,Single,0,Low,Yes
62,male,2,own,little,23415.0,6,domestic appliances,good,1388894.0,Master's Degree,Single,0,High,Yes
62,male,2,own,little,23415.0,6,domestic appliances,good,1388894.0,Master's Degree,Single,0,High,Yes
35,male,2,own,moderate,34632.5,15,radio/TV,good,1387127.0,Doctorate,Single,0,Average,Yes
35,male,2,own,little,34632.5,15,radio/TV,good,1387127.0,Doctorate,Single,0,Average,Yes
24,female,0,rent,little,130760.0,12,car,good,1381580.0,Doctorate,Single,0,Low,No
24,female,0,rent,little,130760.0,12,car,good,1381580.0,Doctorate,Single,0,Low,No
24,female,0,rent,little,130760.0,12,car,good,1381580.0,Doctorate,Single,0,Low,No
24,female,0,rent,little,130760.0,12,car,good,1381580.0,Doctorate,Single,0,Low,No
24,female,0,rent,little,130760.0,12,car,good,1381580.0,Doctorate,Single,0,Low,No
29,male,2,rent,little,36890.0,6,radio/TV,good,1370765.0,High School Diploma,Single,0,Average,Yes
29,male,2,rent,little,36890.0,6,radio/TV,good,1370765.0,High School Diploma,Single,0,Average,Yes
29,male,2,rent,little,36890.0,6,radio/TV,good,1370765.0,High School Diploma,Single,0,Average,Yes
24,female,2,own,little,74760.0,20,furniture/equipment,good,1370286.0,High School Diploma,Married,3,Low,No
24,female,2,own,little,74760.0,20,furniture/equipment,good,1370286.0,High School Diploma,Married,3,Low,No
24,female,2,own,little,74760.0,20,furniture/equipment,good,1370286.0,High School Diploma,Married,3,Low,No
36,female,1,own,little,27510.0,21,business,good,1369922.0,Bachelor's Degree,Single,0,Low,Yes
36,female,1,own,little,27510.0,21,business,good,1369922.0,Bachelor's Degree,Single,0,Low,Yes
26,female,3,own,little,192045.0,36,furniture/equipment,bad,1369246.0,Associates's Degree,Married,2,Average,Yes
29,female,2,own,little,9065.0,6,radio/TV,good,1368659.0,Master's Degree,Married,0,Low,Yes
28,male,2,own,little,33022.5,18,business,good,1367116.0,Bachelor's Degree,Single,1,Average,Yes
28,male,2,own,little,33022.5,18,business,good,1367116.0,Bachelor's Degree,Single,1,Average,Yes
28,male,2,own,little,33022.5,18,business,good,1367116.0,Bachelor's Degree,Single,1,Average,Yes
44,male,2,own,little,27177.5,18,furniture/equipment,bad,1360795.0,Master's Degree,Married,3,High,No
35,female,2,own,little,24167.5,24,car,bad,1356384.0,High School Diploma,Married,3,Low,No
35,female,2,own,little,24167.5,24,car,bad,1356384.0,High School Diploma,Married,3,Low,No
35,female,2,own,little,24167.5,24,car,bad,1356384.0,High School Diploma,Married,3,Low,No
29,female,1,rent,moderate,29032.5,24,radio/TV,bad,1353287.0,Master's Degree,Married,2,High,No
29,female,1,rent,rich,29032.5,24,radio/TV,bad,1353287.0,Master's Degree,Married,2,High,No
24,male,2,free,quite rich,80587.5,48,car,bad,1351266.0,Master's Degree,Married,3,High,Yes
24,male,2,free,little,80587.5,48,car,bad,1351266.0,Master's Degree,Married,3,High,Yes
37,male,2,own,little,67865.0,24,car,good,1350388.0,High School Diploma,Single,1,Average,Yes
37,male,2,own,little,67865.0,24,car,good,1350388.0,High School Diploma,Single,1,Average,Yes
37,male,2,own,little,67865.0,24,car,good,1350388.0,High School Diploma,Single,1,Average,Yes
37,male,2,own,little,67865.0,24,car,good,1350388.0,High School Diploma,Single,1,Average,Yes
37,male,2,own,little,67865.0,24,car,good,1350388.0,High School Diploma,Single,1,Average,Yes
53,male,3,free,little,137637.5,12,furniture/equipment,bad,1349679.0,Associates's Degree,Single,2,Low,No
53,male,3,free,little,137637.5,12,furniture/equipment,bad,1349679.0,Associates's Degree,Single,2,Low,No
45,male,3,own,little,150290.0,39,car,good,1349463.0,High School Diploma,Single,2,Average,Yes
45,male,3,own,little,150290.0,39,car,good,1349463.0,High School Diploma,Single,2,Average,Yes
31,male,2,own,moderate,33862.5,24,business,bad,1346504.0,Associates's Degree,Single,0,Average,Yes
26,female,1,own,little,19477.5,18,radio/TV,good,1343100.0,Bachelor's Degree,Married,0,High,No
26,female,1,own,little,19477.5,18,radio/TV,good,1343100.0,Bachelor's Degree,Married,0,High,No
26,female,1,own,quite rich,19477.5,18,radio/TV,good,1343100.0,Bachelor's Degree,Married,0,High,No
26,female,1,own,little,19477.5,18,radio/TV,good,1343100.0,Bachelor's Degree,Married,0,High,No
21,male,1,own,little,114940.0,24,business,good,1342449.0,High School Diploma,Single,1,High,No
46,male,2,own,little,32007.5,15,radio/TV,good,1341625.0,Bachelor's Degree,Single,0,Average,Yes
46,male,2,own,little,32007.5,15,radio/TV,good,1341625.0,Bachelor's Degree,Single,0,Average,Yes
37,female,2,rent,little,24535.0,12,furniture/equipment,good,1338301.0,Bachelor's Degree,Single,1,High,Yes
35,male,2,own,little,72642.5,24,furniture/equipment,good,1336731.0,High School Diploma,Married,2,Average,No
35,male,2,own,little,72642.5,24,furniture/equipment,good,1336731.0,High School Diploma,Married,2,Average,No
35,male,2,own,little,72642.5,24,furniture/equipment,good,1336731.0,High School Diploma,Married,2,Average,No
35,male,2,own,little,72642.5,24,furniture/equipment,good,1336731.0,High School Diploma,Married,2,Average,No
35,male,2,own,little,72642.5,24,furniture/equipment,good,1336731.0,High School Diploma,Married,2,Average,No
65,male,0,own,little,59395.0,42,repairs,good,1335911.0,Master's Degree,Married,0,Low,Yes
61,male,2,own,little,26460.0,15,repairs,bad,1331253.0,High School Diploma,Single,0,High,Yes
61,male,2,own,moderate,26460.0,15,repairs,bad,1331253.0,High School Diploma,Single,0,High,Yes
61,male,2,own,little,26460.0,15,repairs,bad,1331253.0,High School Diploma,Single,0,High,Yes
42,male,1,own,rich,27020.0,4,radio/TV,good,1330197.0,Bachelor's Degree,Married,1,Average,No
42,male,1,own,rich,27020.0,4,radio/TV,good,1330197.0,Bachelor's Degree,Married,1,Average,No
23,female,2,own,moderate,66710.0,15,car,good,1328855.0,High School Diploma,Single,1,Low,Yes
23,female,2,own,little,66710.0,15,car,good,1328855.0,High School Diploma,Single,1,Low,Yes
23,female,2,own,rich,66710.0,15,car,good,1328855.0,High School Diploma,Single,1,Low,Yes
20,male,2,own,little,52430.0,24,furniture/equipment,bad,1324612.0,Doctorate,Single,0,Average,No
31,male,2,own,little,107590.0,20,car,good,1322724.0,Doctorate,Married,3,High,No
31,male,2,own,moderate,107590.0,20,car,good,1322724.0,Doctorate,Married,3,High,No
32,male,2,own,moderate,46585.0,18,car,good,1322575.0,Doctorate,Married,3,High,No
32,male,2,own,little,46585.0,18,car,good,1322575.0,Doctorate,Married,3,High,No
33,male,2,rent,quite rich,39112.5,20,car,bad,1318793.0,Master's Degree,Single,2,Average,No
33,male,2,rent,little,39112.5,20,car,bad,1318793.0,Master's Degree,Single,2,Average,No
27,male,2,own,little,101570.0,24,car,good,1313256.0,High School Diploma,Single,0,High,No
27,male,2,own,little,101570.0,24,car,good,1313256.0,High School Diploma,Single,0,High,No
27,male,2,own,little,101570.0,24,car,good,1313256.0,High School Diploma,Single,0,High,No
33,female,1,rent,little,38255.0,15,furniture/equipment,good,1311525.0,Associates's Degree,Single,1,Low,Yes
36,female,2,own,little,39322.5,12,car,good,1311180.0,Associates's Degree,Single,0,High,No
36,female,2,own,little,39322.5,12,car,good,1311180.0,Associates's Degree,Single,0,High,No
36,female,2,own,little,39322.5,12,car,good,1311180.0,Associates's Degree,Single,0,High,No
27,female,2,own,little,63157.5,48,business,good,1310082.0,Doctorate,Married,3,Average,Yes
24,female,2,own,little,55825.0,18,radio/TV,bad,1308451.0,Bachelor's Degree,Single,2,Low,Yes
24,female,2,own,quite rich,55825.0,18,radio/TV,bad,1308451.0,Bachelor's Degree,Single,2,Low,Yes
30,male,2,own,little,28035.0,21,car,good,1305381.0,Associates's Degree,Single,1,Average,No
28,male,1,own,moderate,11445.0,9,car,bad,1304286.0,Bachelor's Degree,Single,1,Average,Yes
28,male,1,own,little,11445.0,9,car,bad,1304286.0,Bachelor's Degree,Single,1,Average,Yes
28,male,1,own,moderate,11445.0,9,car,bad,1304286.0,Bachelor's Degree,Single,1,Average,Yes
22,male,2,own,little,49490.0,24,furniture/equipment,good,1303274.0,Associates's Degree,Single,0,Average,No
22,male,2,own,little,49490.0,24,furniture/equipment,good,1303274.0,Associates's Degree,Single,0,Average,No
45,male,1,own,moderate,70105.0,28,car,bad,1302654.0,Associates's Degree,Married,1,Low,Yes
45,male,1,own,moderate,70105.0,28,car,bad,1302654.0,Associates's Degree,Married,1,Low,Yes
42,male,2,free,rich,110040.0,60,education,bad,1302640.0,Associates's Degree,Married,2,High,Yes
42,male,2,free,little,110040.0,60,education,bad,1302640.0,Associates's Degree,Married,2,High,Yes
25,male,2,own,little,90160.0,24,radio/TV,good,1301939.0,Doctorate,Single,2,Average,No
25,male,2,own,little,90160.0,24,radio/TV,good,1301939.0,Doctorate,Single,2,Average,No
30,male,3,own,little,31850.0,18,car,good,1298923.0,Bachelor's Degree,Single,1,Low,Yes
30,male,3,own,little,31850.0,18,car,good,1298923.0,Bachelor's Degree,Single,1,Low,Yes
30,male,3,own,little,31850.0,18,car,good,1298923.0,Bachelor's Degree,Single,1,Low,Yes
24,male,2,own,little,36400.0,6,car,good,1297874.0,Associates's Degree,Married,2,Average,Yes
60,male,2,free,little,35560.0,24,car,good,1297605.0,High School Diploma,Married,1,High,No
38,male,2,own,little,68495.0,48,business,bad,1295158.0,Bachelor's Degree,Married,3,Low,No
38,male,2,own,little,68495.0,48,business,bad,1295158.0,Bachelor's Degree,Married,3,Low,No
38,male,2,own,rich,68495.0,48,business,bad,1295158.0,Bachelor's Degree,Married,3,Low,No
38,male,2,own,little,68495.0,48,business,bad,1295158.0,Bachelor's Degree,Married,3,Low,No
38,male,2,own,little,68495.0,48,business,bad,1295158.0,Bachelor's Degree,Married,3,Low,No
45,male,3,own,little,118317.5,6,car,good,1294530.0,High School Diploma,Single,2,High,No
45,male,3,own,little,118317.5,6,car,good,1294530.0,High School Diploma,Single,2,High,No
45,male,3,own,little,118317.5,6,car,good,1294530.0,High School Diploma,Single,2,High,No
45,male,3,own,little,118317.5,6,car,good,1294530.0,High School Diploma,Single,2,High,No
43,male,2,own,little,70997.5,24,furniture/equipment,bad,1294094.0,Associates's Degree,Married,0,Low,Yes
43,male,2,own,little,70997.5,24,furniture/equipment,bad,1294094.0,Associates's Degree,Married,0,Low,Yes
43,male,2,own,moderate,70997.5,24,furniture/equipment,bad,1294094.0,Associates's Degree,Married,0,Low,Yes
46,male,2,free,moderate,110792.5,48,car,bad,1293997.0,High School Diploma,Married,1,Low,No
46,male,2,free,little,110792.5,48,car,bad,1293997.0,High School Diploma,Married,1,Low,No
60,male,3,own,little,113190.0,20,car,good,1293819.0,Doctorate,Single,1,Low,Yes
60,male,3,own,moderate,113190.0,20,car,good,1293819.0,Doctorate,Single,1,Low,Yes
60,male,3,own,little,113190.0,20,car,good,1293819.0,Doctorate,Single,1,Low,Yes
31,male,2,own,little,23800.0,15,radio/TV,good,1286134.0,Doctorate,Married,2,Average,No
26,male,2,own,little,24920.0,12,domestic appliances,good,1285516.0,High School Diploma,Married,0,High,No
42,male,2,own,little,42472.5,18,business,good,1281669.0,Master's Degree,Single,0,Average,No
42,male,2,own,moderate,42472.5,18,business,good,1281669.0,Master's Degree,Single,0,Average,No
35,male,2,own,little,37467.5,12,radio/TV,good,1279984.0,Associates's Degree,Married,2,Low,No
35,male,2,own,little,37467.5,12,radio/TV,good,1279984.0,Associates's Degree,Married,2,Low,No
35,male,2,own,little,37467.5,12,radio/TV,good,1279984.0,Associates's Degree,Married,2,Low,No
35,male,2,own,little,37467.5,12,radio/TV,good,1279984.0,Associates's Degree,Married,2,Low,No
35,male,2,own,little,37467.5,12,radio/TV,good,1279984.0,Associates's Degree,Married,2,Low,No
35,male,2,own,little,37467.5,12,radio/TV,good,1279984.0,Associates's Degree,Married,2,Low,No
27,male,3,own,little,245472.5,60,car,bad,1279034.0,Associates's Degree,Married,0,Low,No
28,female,3,own,little,51152.5,21,car,good,1276716.0,Doctorate,Single,1,Low,No
